Name,Class,IVs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIERRA ,Swimmer♀,3,Azurill 1,Igglybuff 1,Sentret 1,Cleffa 1,Whismur 1,Zigzagoon 1,Togepi 1,Smeargle 1,Rattata 1,Skitty 1,Jigglypuff 1,Slakoth 1,Ditto 1,Meowth 1,Poliwag 1,Snubbull 1,Remoraid 1,Snorunt 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Clefairy 1,Seel 1,Krabby 1,Eevee 1,Chinchou 1,Teddiursa 1,Delibird 1,Luvdisc 1,Tentacool 1,Staryu 1,Lombre 1,Clamperl 1,Omanyte 1,Kabuto 1,Aipom 1,Loudred 1,Spinda 1,Corsola 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY  ,Swimmer♀,3,Azurill 1,Igglybuff 1,Sentret 1,Cleffa 1,Whismur 1,Zigzagoon 1,Togepi 1,Smeargle 1,Rattata 1,Skitty 1,Jigglypuff 1,Slakoth 1,Ditto 1,Meowth 1,Poliwag 1,Snubbull 1,Remoraid 1,Snorunt 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Clefairy 1,Seel 1,Krabby 1,Eevee 1,Chinchou 1,Teddiursa 1,Delibird 1,Luvdisc 1,Tentacool 1,Staryu 1,Lombre 1,Clamperl 1,Omanyte 1,Kabuto 1,Aipom 1,Loudred 1,Spinda 1,Corsola 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KATHY  ,Swimmer♀,3,Azurill 1,Igglybuff 1,Sentret 1,Cleffa 1,Whismur 1,Zigzagoon 1,Togepi 1,Smeargle 1,Rattata 1,Skitty 1,Jigglypuff 1,Slakoth 1,Ditto 1,Meowth 1,Poliwag 1,Snubbull 1,Remoraid 1,Snorunt 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Clefairy 1,Seel 1,Krabby 1,Eevee 1,Chinchou 1,Teddiursa 1,Delibird 1,Luvdisc 1,Tentacool 1,Staryu 1,Lombre 1,Clamperl 1,Omanyte 1,Kabuto 1,Aipom 1,Loudred 1,Spinda 1,Corsola 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEYTON ,Pokéfan (M),3,Smoochum 1,Numel 1,Corphish 1,Charmander 1,Cyndaquil 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Goldeen 1,Natu 1,Clefairy 1,Seel 1,Exeggcute 1,Eevee 1,Teddiursa 1,Phanpy 1,Spoink 1,Luvdisc 1,Skiploom 1,Clamperl 1,Aipom 1,Elekid 1,Spinda 1,Flaaffy 1,Magby 1,Corsola 1,Mawile 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JULIAN ,Pokéfan (M),3,Smoochum 1,Numel 1,Corphish 1,Charmander 1,Cyndaquil 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Goldeen 1,Natu 1,Clefairy 1,Seel 1,Exeggcute 1,Eevee 1,Teddiursa 1,Phanpy 1,Spoink 1,Luvdisc 1,Skiploom 1,Clamperl 1,Aipom 1,Elekid 1,Spinda 1,Flaaffy 1,Magby 1,Corsola 1,Mawile 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUINN  ,Pokéfan (M),3,Smoochum 1,Numel 1,Corphish 1,Charmander 1,Cyndaquil 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Goldeen 1,Natu 1,Clefairy 1,Seel 1,Exeggcute 1,Eevee 1,Teddiursa 1,Phanpy 1,Spoink 1,Luvdisc 1,Skiploom 1,Clamperl 1,Aipom 1,Elekid 1,Spinda 1,Flaaffy 1,Magby 1,Corsola 1,Mawile 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAYLEE ,Pokéfan (F),3,Azurill 1,Ralts 1,Magikarp 1,Pichu 1,Igglybuff 1,Wooper 1,Sentret 1,Cleffa 1,Seedot 1,Lotad 1,Poochyena 1,Whismur 1,Zigzagoon 1,Togepi 1,Marill 1,Hoppip 1,Swinub 1,Smeargle 1,Pidgey 1,Rattata 1,Wynaut 1,Skitty 1,Surskit 1,Jigglypuff 1,Taillow 1,Wingull 1,NidoranM 1,NidoranF 1,Kirlia 1,Mareep 1,Ditto 1,Meowth 1,Spheal 1,Shroomish 1,Vulpix 1,Pikachu 1,Sandshrew 1,Poliwag 1,Dratini 1,Snubbull 1,Gulpin 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMANDA ,Pokéfan (F),3,Azurill 1,Ralts 1,Magikarp 1,Pichu 1,Igglybuff 1,Wooper 1,Sentret 1,Cleffa 1,Seedot 1,Lotad 1,Poochyena 1,Whismur 1,Zigzagoon 1,Togepi 1,Marill 1,Hoppip 1,Swinub 1,Smeargle 1,Pidgey 1,Rattata 1,Wynaut 1,Skitty 1,Surskit 1,Jigglypuff 1,Taillow 1,Wingull 1,NidoranM 1,NidoranF 1,Kirlia 1,Mareep 1,Ditto 1,Meowth 1,Spheal 1,Shroomish 1,Vulpix 1,Pikachu 1,Sandshrew 1,Poliwag 1,Dratini 1,Snubbull 1,Gulpin 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STACY  ,Pokéfan (F),3,Azurill 1,Ralts 1,Magikarp 1,Pichu 1,Igglybuff 1,Wooper 1,Sentret 1,Cleffa 1,Seedot 1,Lotad 1,Poochyena 1,Whismur 1,Zigzagoon 1,Togepi 1,Marill 1,Hoppip 1,Swinub 1,Smeargle 1,Pidgey 1,Rattata 1,Wynaut 1,Skitty 1,Surskit 1,Jigglypuff 1,Taillow 1,Wingull 1,NidoranM 1,NidoranF 1,Kirlia 1,Mareep 1,Ditto 1,Meowth 1,Spheal 1,Shroomish 1,Vulpix 1,Pikachu 1,Sandshrew 1,Poliwag 1,Dratini 1,Snubbull 1,Gulpin 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL ,PKMN Breeder (M),3,Sunkern 1,Azurill 1,Caterpie 1,Weedle 1,Wurmple 1,Ralts 1,Magikarp 1,Feebas 1,Pichu 1,Igglybuff 1,Wooper 1,Tyrogue 1,Sentret 1,Cleffa 1,Seedot 1,Lotad 1,Poochyena 1,Shedinja 1,Makuhita 1,Whismur 1,Zigzagoon 1,Zubat 1,Togepi 1,Spinarak 1,Marill 1,Hoppip 1,Slugma 1,Swinub 1,Smeargle 1,Pidgey 1,Rattata 1,Wynaut 1,Skitty 1,Spearow 1,Hoothoot 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Jigglypuff 1,Taillow 1,Wingull 1,NidoranM 1,NidoranF 1,Kirlia 1,Mareep 1,Meditite 1,Slakoth 1,Paras 1,Ekans 1,Ditto 1,Barboach 1,Meowth 1,Pineco 1,Trapinch 1,Spheal 1,Horsea 1,Shroomish 1,Shuppet 1,Duskull 1,Electrike 1,Vulpix 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVER ,PKMN Breeder (M),3,Pikachu 1,Sandshrew 1,Poliwag 1,Bellsprout 1,Geodude 1,Dratini 1,Snubbull 1,Remoraid 1,Larvitar 1,Baltoy 1,Snorunt 1,Bagon 1,Beldum 1,Gulpin 1,Venonat 1,Mankey 1,Machop 1,Shellder 1,Smoochum 1,Numel 1,Carvanha 1,Corphish 1,Charmander 1,Cyndaquil 1,Abra 1,Doduo 1,Gastly 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Cubone 1,Goldeen 1,Natu 1,Clefairy 1,Magnemite 1,Seel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYTON ,PKMN Breeder (M),3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMELA ,PKMN Breeder (F),3,Sunkern 1,Azurill 1,Caterpie 1,Weedle 1,Wurmple 1,Ralts 1,Magikarp 1,Feebas 1,Pichu 1,Igglybuff 1,Wooper 1,Tyrogue 1,Sentret 1,Cleffa 1,Seedot 1,Lotad 1,Poochyena 1,Shedinja 1,Makuhita 1,Whismur 1,Zigzagoon 1,Zubat 1,Togepi 1,Spinarak 1,Marill 1,Hoppip 1,Slugma 1,Swinub 1,Smeargle 1,Pidgey 1,Rattata 1,Wynaut 1,Skitty 1,Spearow 1,Hoothoot 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Jigglypuff 1,Taillow 1,Wingull 1,NidoranM 1,NidoranF 1,Kirlia 1,Mareep 1,Meditite 1,Slakoth 1,Paras 1,Ekans 1,Ditto 1,Barboach 1,Meowth 1,Pineco 1,Trapinch 1,Spheal 1,Horsea 1,Shroomish 1,Shuppet 1,Duskull 1,Electrike 1,Vulpix 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELIZA  ,PKMN Breeder (F),3,Pikachu 1,Sandshrew 1,Poliwag 1,Bellsprout 1,Geodude 1,Dratini 1,Snubbull 1,Remoraid 1,Larvitar 1,Baltoy 1,Snorunt 1,Bagon 1,Beldum 1,Gulpin 1,Venonat 1,Mankey 1,Machop 1,Shellder 1,Smoochum 1,Numel 1,Carvanha 1,Corphish 1,Charmander 1,Cyndaquil 1,Abra 1,Doduo 1,Gastly 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Cubone 1,Goldeen 1,Natu 1,Clefairy 1,Magnemite 1,Seel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARISA ,PKMN Breeder (F),3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEWIS  ,Bug Catcher,3,Caterpie 1,Weedle 1,Wurmple 1,Metapod 1,Kakuna 1,Shedinja 1,Spinarak 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Paras 1,Pineco 1,Trapinch 1,Venonat 1,Exeggcute 1,Vibrava 1,Anorith 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSHI  ,Bug Catcher,3,Caterpie 1,Weedle 1,Wurmple 1,Silcoon 1,Cascoon 1,Shedinja 1,Spinarak 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Paras 1,Pineco 1,Trapinch 1,Venonat 1,Exeggcute 1,Vibrava 1,Anorith 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESTIN ,Bug Catcher,3,Caterpie 1,Weedle 1,Wurmple 1,Shedinja 1,Spinarak 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Paras 1,Pineco 1,Trapinch 1,Venonat 1,Exeggcute 1,Vibrava 1,Anorith 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEON   ,Ninja Boy,3,Ralts 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Paras 1,Ekans 1,Pineco 1,Trapinch 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Spoink 1,Tentacool 1,Koffing 1,Vibrava 1,Anorith 1,Nidorina 1,Nidorino 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUART ,Ninja Boy,3,Ralts 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Paras 1,Ekans 1,Pineco 1,Trapinch 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Spoink 1,Tentacool 1,Koffing 1,Vibrava 1,Anorith 1,Nidorina 1,Nidorino 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTOR ,Ninja Boy,3,Ralts 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Paras 1,Ekans 1,Pineco 1,Trapinch 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Spoink 1,Tentacool 1,Koffing 1,Vibrava 1,Anorith 1,Nidorina 1,Nidorino 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DERRICK,Bug Maniac,3,Shedinja 1,Spinarak 1,Hoppip 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Paras 1,Pineco 1,Trapinch 1,Shroomish 1,Shuppet 1,Duskull 1,Bellsprout 1,Venonat 1,Gastly 1,Oddish 1,Exeggcute 1,Cacnea 1,Skiploom 1,Vibrava 1,Lileep 1,Anorith 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRYSON ,Bug Maniac,3,Shedinja 1,Spinarak 1,Hoppip 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Paras 1,Pineco 1,Trapinch 1,Shroomish 1,Shuppet 1,Duskull 1,Bellsprout 1,Venonat 1,Gastly 1,Oddish 1,Exeggcute 1,Cacnea 1,Skiploom 1,Vibrava 1,Lileep 1,Anorith 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAYTON,Bug Maniac,3,Shedinja 1,Spinarak 1,Hoppip 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Paras 1,Pineco 1,Trapinch 1,Shroomish 1,Shuppet 1,Duskull 1,Bellsprout 1,Venonat 1,Gastly 1,Oddish 1,Exeggcute 1,Cacnea 1,Skiploom 1,Vibrava 1,Lileep 1,Anorith 1,Butterfree 1,Beedrill 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENTON,Fisherman,3,Magikarp 1,Feebas 1,Barboach 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Carvanha 1,Corphish 1,Goldeen 1,Krabby 1,Chinchou 1,Luvdisc 1,Tentacool 1,Staryu 1,Clamperl 1,Omanyte 1,Kabuto 1,Corsola 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JENSON ,Fisherman,3,Magikarp 1,Feebas 1,Barboach 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Carvanha 1,Corphish 1,Goldeen 1,Krabby 1,Chinchou 1,Luvdisc 1,Tentacool 1,Staryu 1,Clamperl 1,Omanyte 1,Kabuto 1,Corsola 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESLEY ,Fisherman,3,Magikarp 1,Feebas 1,Barboach 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Carvanha 1,Corphish 1,Goldeen 1,Krabby 1,Chinchou 1,Luvdisc 1,Tentacool 1,Staryu 1,Clamperl 1,Omanyte 1,Kabuto 1,Corsola 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTON  ,Ruin Maniac,3,Swinub 1,Diglett 1,Trapinch 1,Sandshrew 1,Geodude 1,Larvitar 1,Baltoy 1,Beldum 1,Numel 1,Cubone 1,Magnemite 1,Phanpy 1,Aron 1,Rhyhorn 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Nosepass 1,Corsola 1,Mawile 1,Onix 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAWSON ,Ruin Maniac,3,Swinub 1,Diglett 1,Trapinch 1,Sandshrew 1,Geodude 1,Larvitar 1,Baltoy 1,Beldum 1,Numel 1,Cubone 1,Magnemite 1,Phanpy 1,Aron 1,Rhyhorn 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Nosepass 1,Corsola 1,Mawile 1,Onix 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMMY  ,Ruin Maniac,3,Swinub 1,Diglett 1,Trapinch 1,Sandshrew 1,Geodude 1,Larvitar 1,Baltoy 1,Beldum 1,Numel 1,Cubone 1,Magnemite 1,Phanpy 1,Aron 1,Rhyhorn 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Nosepass 1,Corsola 1,Mawile 1,Onix 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARNIE  ,Collector,3,Sunkern 1,Azurill 1,Caterpie 1,Weedle 1,Wurmple 1,Ralts 1,Magikarp 1,Feebas 1,Pichu 1,Igglybuff 1,Wooper 1,Tyrogue 1,Sentret 1,Cleffa 1,Seedot 1,Lotad 1,Poochyena 1,Shedinja 1,Makuhita 1,Whismur 1,Zigzagoon 1,Zubat 1,Togepi 1,Spinarak 1,Marill 1,Hoppip 1,Slugma 1,Swinub 1,Smeargle 1,Pidgey 1,Rattata 1,Wynaut 1,Skitty 1,Spearow 1,Hoothoot 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Jigglypuff 1,Taillow 1,Wingull 1,NidoranM 1,NidoranF 1,Kirlia 1,Mareep 1,Meditite 1,Slakoth 1,Paras 1,Ekans 1,Ditto 1,Barboach 1,Meowth 1,Pineco 1,Trapinch 1,Spheal 1,Horsea 1,Shroomish 1,Shuppet 1,Duskull 1,Electrike 1,Vulpix 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIAN ,Collector,3,Pikachu 1,Sandshrew 1,Poliwag 1,Bellsprout 1,Geodude 1,Dratini 1,Snubbull 1,Remoraid 1,Larvitar 1,Baltoy 1,Snorunt 1,Bagon 1,Beldum 1,Gulpin 1,Venonat 1,Mankey 1,Machop 1,Shellder 1,Smoochum 1,Numel 1,Carvanha 1,Corphish 1,Charmander 1,Cyndaquil 1,Abra 1,Doduo 1,Gastly 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Cubone 1,Goldeen 1,Natu 1,Clefairy 1,Magnemite 1,Seel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRISTAN,Collector,3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JULIANA,Parasol Lady,3,Sunkern 1,Wooper 1,Lotad 1,Marill 1,Surskit 1,Trapinch 1,Spheal 1,Sandshrew 1,Poliwag 1,Numel 1,Delibird 1,Phanpy 1,Luvdisc 1,Poliwhirl 1,Onix 1,Sudowoodo 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYLEE  ,Parasol Lady,3,Sunkern 1,Wooper 1,Lotad 1,Marill 1,Surskit 1,Trapinch 1,Spheal 1,Sandshrew 1,Poliwag 1,Numel 1,Delibird 1,Phanpy 1,Luvdisc 1,Poliwhirl 1,Onix 1,Sudowoodo 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHELSEA,Parasol Lady,3,Sunkern 1,Wooper 1,Lotad 1,Marill 1,Surskit 1,Trapinch 1,Spheal 1,Sandshrew 1,Poliwag 1,Numel 1,Delibird 1,Phanpy 1,Luvdisc 1,Poliwhirl 1,Onix 1,Sudowoodo 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANELA ,Beauty,3,Sunkern 1,Azurill 1,Caterpie 1,Weedle 1,Wurmple 1,Ralts 1,Magikarp 1,Feebas 1,Pichu 1,Igglybuff 1,Wooper 1,Tyrogue 1,Sentret 1,Cleffa 1,Seedot 1,Lotad 1,Poochyena 1,Shedinja 1,Makuhita 1,Whismur 1,Zigzagoon 1,Zubat 1,Togepi 1,Spinarak 1,Marill 1,Hoppip 1,Slugma 1,Swinub 1,Smeargle 1,Pidgey 1,Rattata 1,Wynaut 1,Skitty 1,Spearow 1,Hoothoot 1,Diglett 1,Ledyba 1,Nincada 1,Surskit 1,Jigglypuff 1,Taillow 1,Wingull 1,NidoranM 1,NidoranF 1,Kirlia 1,Mareep 1,Meditite 1,Slakoth 1,Paras 1,Ekans 1,Ditto 1,Barboach 1,Meowth 1,Pineco 1,Trapinch 1,Spheal 1,Horsea 1,Shroomish 1,Shuppet 1,Duskull 1,Electrike 1,Vulpix 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIZBETH,Beauty,3,Pikachu 1,Sandshrew 1,Poliwag 1,Bellsprout 1,Geodude 1,Dratini 1,Snubbull 1,Remoraid 1,Larvitar 1,Baltoy 1,Snorunt 1,Bagon 1,Beldum 1,Gulpin 1,Venonat 1,Mankey 1,Machop 1,Shellder 1,Smoochum 1,Numel 1,Carvanha 1,Corphish 1,Charmander 1,Cyndaquil 1,Abra 1,Doduo 1,Gastly 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Cubone 1,Goldeen 1,Natu 1,Clefairy 1,Magnemite 1,Seel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
